date,open,close,high,low,volume,amount
20180919 11:19:00,10.2,10.2,10.21,10.2,103300,1054162.125
20180919 11:20:00,10.2,10.2,10.21,10.2,268600,2739796
20180919 11:21:00,10.19,10.2,10.2,10.19,98500,1003832
20180919 11:22:00,10.19,10.19,10.2,10.19,247800,2526398
20180919 11:23:00,10.19,10.18,10.2,10.18,498900,5079491
20180919 11:24:00,10.18,10.16,10.18,10.16,630700,6414088.5
20180919 11:25:00,10.16,10.18,10.19,10.16,282200,2870941.25
20180919 11:26:00,10.18,10.18,10.18,10.17,132700,1350555.125
20180919 11:27:00,10.18,10.18,10.19,10.18,54500,554923.0625
20180919 11:28:00,10.19,10.18,10.19,10.18,168900,1720424
20180919 11:29:00,10.19,10.18,10.19,10.18,553300,5635968.5
20180919 13:00:00,10.18,10.2,10.2,10.18,927300,9445368
20180919 13:01:00,10.21,10.18,10.21,10.18,166700,1698000
20180919 13:02:00,10.18,10.17,10.2,10.17,78400,798261
20180919 13:03:00,10.18,10.18,10.19,10.17,114600,1166476.125
20180919 13:04:00,10.19,10.17,10.19,10.17,75400,767526.0625
20180919 13:05:00,10.17,10.17,10.18,10.16,174600,1775265.125
20180919 13:06:00,10.18,10.19,10.19,10.17,306200,3118375
20180919 13:07:00,10.19,10.19,10.19,10.17,132300,1347424.125
20180919 13:08:00,10.19,10.19,10.2,10.18,215200,2192976.25
20180919 13:09:00,10.2,10.19,10.2,10.19,171000,1743718.125
20180919 13:10:00,10.2,10.2,10.21,10.18,624000,6365623.5
20180919 13:11:00,10.19,10.21,10.21,10.19,463400,4725545.5
20180919 13:12:00,10.2,10.22,10.23,10.2,367600,3753694
20180919 13:13:00,10.23,10.23,10.23,10.22,275700,2819403.25
20180919 13:14:00,10.23,10.23,10.23,10.22,120600,1232841
20180919 13:15:00,10.23,10.22,10.23,10.21,318400,3254545
20180919 13:16:00,10.21,10.22,10.23,10.21,301800,3084391
20180919 13:17:00,10.22,10.23,10.23,10.22,126400,1292641
20180919 13:18:00,10.23,10.22,10.23,10.22,104400,1067569
20180919 13:19:00,10.22,10.22,10.23,10.21,250400,2560027
20180919 13:20:00,10.22,10.23,10.23,10.22,434700,4445695.5
20180919 13:21:00,10.23,10.23,10.24,10.22,740700,7577375
20180919 13:22:00,10.24,10.24,10.25,10.24,647900,6636344
20180919 13:23:00,10.25,10.24,10.26,10.23,1623400,16637426
20180919 13:24:00,10.24,10.24,10.24,10.23,409600,4193606
20180919 13:25:00,10.25,10.25,10.25,10.24,385800,3952018.25
20180919 13:26:00,10.25,10.24,10.25,10.23,2013400,20624022
20180919 13:27:00,10.25,10.27,10.28,10.25,2002000,20560416
20180919 13:28:00,10.27,10.28,10.28,10.27,892800,9170183
20180919 13:29:00,10.28,10.28,10.29,10.28,743600,7644281.5
20180919 13:30:00,10.28,10.26,10.28,10.26,482400,4955344.5
20180919 13:31:00,10.26,10.27,10.27,10.25,187200,1920457.125
20180919 13:32:00,10.26,10.28,10.28,10.26,517400,5316044.5
20180919 13:33:00,10.27,10.28,10.29,10.27,703000,7227806.5
20180919 13:34:00,10.27,10.27,10.28,10.27,315000,3236719.25
20180919 13:35:00,10.27,10.27,10.27,10.26,393700,4041346.25
20180919 13:36:00,10.27,10.28,10.28,10.27,294900,3029236.25
20180919 13:37:00,10.27,10.28,10.28,10.27,291800,2997569.25
20180919 13:38:00,10.28,10.29,10.29,10.28,1914100,19682642
20180919 13:39:00,10.29,10.32,10.32,10.29,2470700,25454822
20180919 13:40:00,10.31,10.3,10.31,10.3,570000,5874447.5
20180919 13:41:00,10.3,10.29,10.3,10.29,193300,1989938.125
20180919 13:42:00,10.3,10.3,10.31,10.29,534900,5509412
20180919 13:43:00,10.31,10.32,10.32,10.3,988000,10192353
20180919 13:44:00,10.33,10.32,10.33,10.32,858800,8864325
20180919 13:45:00,10.33,10.33,10.33,10.31,980800,10126750
20180919 13:46:00,10.31,10.32,10.32,10.31,475400,4904941.5
20180919 13:47:00,10.32,10.33,10.33,10.31,589800,6085133.5
20180919 13:48:00,10.33,10.33,10.34,10.32,432400,4466411.5
20180919 13:49:00,10.33,10.34,10.34,10.32,589000,6085093.5
20180919 13:50:00,10.33,10.33,10.34,10.32,316300,3267045
20180919 13:51:00,10.33,10.31,10.33,10.3,633800,6536761.5
20180919 13:52:00,10.31,10.3,10.32,10.3,219100,2257667.25
20180919 13:53:00,10.3,10.29,10.3,10.29,398600,4104228
20180919 13:54:00,10.3,10.3,10.3,10.29,259700,2673418.25
20180919 13:55:00,10.29,10.29,10.3,10.29,238900,2459610.25
20180919 13:56:00,10.3,10.29,10.3,10.29,317300,3267435.25
20180919 13:57:00,10.29,10.3,10.3,10.29,337400,3473656.25
20180919 13:58:00,10.3,10.3,10.31,10.29,252700,2601924.25
20180919 13:59:00,10.3,10.3,10.3,10.29,302200,3112171.25
20180919 14:00:00,10.3,10.29,10.31,10.29,491900,5067321.5
20180919 14:01:00,10.3,10.31,10.31,10.29,324300,3343044.25
20180919 14:02:00,10.3,10.3,10.31,10.3,307200,3165636.25
20180919 14:03:00,10.3,10.29,10.3,10.29,243500,2507537.25
20180919 14:04:00,10.3,10.3,10.3,10.29,268000,2758770
20180919 14:05:00,10.29,10.29,10.29,10.28,410300,4220127
20180919 14:06:00,10.28,10.28,10.29,10.26,996500,10243037
20180919 14:07:00,10.26,10.26,10.27,10.25,758900,7784934.5
20180919 14:08:00,10.26,10.26,10.27,10.25,348500,3575844.25
20180919 14:09:00,10.26,10.27,10.27,10.26,271900,2791598.25
20180919 14:10:00,10.27,10.27,10.28,10.26,457600,4699530
20180919 14:11:00,10.26,10.28,10.28,10.26,150500,1545705
20180919 14:12:00,10.27,10.26,10.28,10.26,469800,4821459.5
20180919 14:13:00,10.27,10.27,10.27,10.26,246000,2526222
20180919 14:14:00,10.28,10.26,10.28,10.26,261900,2688839.25
20180919 14:15:00,10.26,10.24,10.27,10.24,435700,4467158
20180919 14:16:00,10.24,10.25,10.26,10.24,487800,4997074.5
20180919 14:17:00,10.26,10.27,10.28,10.26,263200,2702643.25
20180919 14:18:00,10.27,10.27,10.27,10.26,95400,979531
20180919 14:19:00,10.28,10.27,10.28,10.26,124000,1273099
20180919 14:20:00,10.27,10.25,10.27,10.25,179300,1839786.125
20180919 14:21:00,10.26,10.26,10.26,10.25,174700,1791309
20180919 14:22:00,10.25,10.25,10.26,10.25,271000,2778814.25
20180919 14:23:00,10.25,10.27,10.27,10.25,475100,4874013.5
20180919 14:24:00,10.26,10.28,10.28,10.26,252200,2591886.25
20180919 14:25:00,10.27,10.27,10.28,10.27,115400,1185285.125
20180919 14:26:00,10.27,10.27,10.28,10.26,185000,1899955.125
20180919 14:27:00,10.27,10.27,10.28,10.25,172900,1774876
20180919 14:28:00,10.27,10.26,10.28,10.26,148300,1522956
20180919 14:29:00,10.27,10.27,10.28,10.26,295400,3034421.25
20180919 14:30:00,10.28,10.29,10.29,10.28,632000,6497839.5
20180919 14:31:00,10.29,10.28,10.29,10.28,272300,2801225.25
20180919 14:32:00,10.28,10.29,10.3,10.28,576800,5934449.5
20180919 14:33:00,10.3,10.29,10.3,10.29,360700,3714433.25
20180919 14:34:00,10.3,10.28,10.3,10.28,117600,1209350.125
20180919 14:35:00,10.28,10.29,10.29,10.27,428000,4401802
20180919 14:36:00,10.28,10.29,10.3,10.28,291300,2997643
20180919 14:37:00,10.29,10.29,10.29,10.28,338300,3479717.25
20180919 14:38:00,10.28,10.28,10.29,10.28,465800,4789652
20180919 14:39:00,10.28,10.28,10.29,10.27,309400,3179649.25
20180919 14:40:00,10.28,10.27,10.29,10.27,652400,6702674.5
20180919 14:41:00,10.27,10.26,10.27,10.26,673600,6915231
20180919 14:42:00,10.27,10.27,10.28,10.26,364700,3746114.25
20180919 14:43:00,10.28,10.27,10.28,10.27,395600,4063312.25
20180919 14:44:00,10.26,10.26,10.27,10.26,440100,4517228.5
20180919 14:45:00,10.26,10.26,10.27,10.25,594800,6102703.5
20180919 14:46:00,10.25,10.26,10.26,10.24,654100,6704641
20180919 14:47:00,10.26,10.25,10.26,10.25,539800,5536892
20180919 14:48:00,10.26,10.25,10.26,10.24,604200,6189792.5
20180919 14:49:00,10.25,10.25,10.26,10.24,385200,3948667
20180919 14:50:00,10.26,10.24,10.26,10.23,509300,5218035.5
20180919 14:51:00,10.24,10.25,10.25,10.23,408300,4179058.25
20180919 14:52:00,10.24,10.25,10.25,10.24,320600,3283560.25
20180919 14:53:00,10.24,10.23,10.24,10.23,413800,4236219.5
20180919 14:54:00,10.24,10.23,10.24,10.22,806800,8250949.5
20180919 14:55:00,10.23,10.23,10.24,10.22,275900,2822503.25
20180919 14:56:00,10.23,10.23,10.24,10.22,426200,4359647.5
20180919 14:57:00,10.23,10.23,10.23,10.23,9200,94116.007812
20180919 14:58:00,10.23,10.23,10.23,10.23,0,0
20180919 14:59:00,10.24,10.24,10.24,10.24,1078400,11042817
