date,open,close,high,low,volume,amount
20150213 14:01:00,14.07,14.07,14.08,14.07,115900,1630884
20150213 14:02:00,14.08,14.06,14.08,14.04,685500,9632283
20150213 14:03:00,14.06,14.05,14.06,14.04,36300,509983
20150213 14:04:00,14.06,14.05,14.06,14.05,168800,2373018
20150213 14:05:00,14.05,14.06,14.07,14.05,115400,1622574
20150213 14:06:00,14.06,14.06,14.07,14.05,117600,1653103
20150213 14:07:00,14.06,14.08,14.08,14.06,130900,1842354
20150213 14:08:00,14.08,14.08,14.08,14.07,94100,1324272
20150213 14:09:00,14.08,14.08,14.08,14.07,135200,1902969
20150213 14:10:00,14.08,14.08,14.08,14.07,95600,1346020
20150213 14:11:00,14.08,14.08,14.09,14.07,114700,1614451
20150213 14:12:00,14.08,14.08,14.09,14.07,116600,1641885
20150213 14:13:00,14.07,14.08,14.08,14.07,129900,1828649
20150213 14:14:00,14.08,14.08,14.08,14.07,300100,4224706
20150213 14:15:00,14.08,14.08,14.09,14.07,268300,3779280
20150213 14:16:00,14.1,14.1,14.1,14.09,147800,2083119
20150213 14:17:00,14.09,14.09,14.1,14.08,107600,1516167
20150213 14:18:00,14.09,14.09,14.1,14.09,184700,2602478
20150213 14:19:00,14.09,14.09,14.1,14.09,119000,1677433
20150213 14:20:00,14.09,14.09,14.09,14.08,83700,1178930
20150213 14:21:00,14.09,14.08,14.09,14.08,194300,2736392
20150213 14:22:00,14.09,14.09,14.09,14.08,211200,2975243
20150213 14:23:00,14.09,14.07,14.09,14.05,717800,10090266
20150213 14:24:00,14.06,14.04,14.07,14.04,347500,4884140
20150213 14:25:00,14.05,14.04,14.06,14.04,251700,3535208
20150213 14:26:00,14.04,13.99,14.05,13.99,1722400,24126554
20150213 14:27:00,13.97,13.9,13.97,13.9,2115300,29462882
20150213 14:28:00,13.91,13.93,13.93,13.91,792800,11037154
20150213 14:29:00,13.93,13.95,13.96,13.93,281800,3927937
20150213 14:30:00,13.96,13.95,13.97,13.93,742000,10351371
20150213 14:31:00,13.94,13.96,13.97,13.94,281700,3928490
20150213 14:32:00,13.95,13.98,13.98,13.95,212600,2970366
20150213 14:33:00,13.98,13.96,13.98,13.96,205400,2869211
20150213 14:34:00,13.96,13.96,13.98,13.95,259700,3625891
20150213 14:35:00,13.96,13.96,13.97,13.95,243600,3400731
20150213 14:36:00,13.97,13.96,13.97,13.96,136300,1903363
20150213 14:37:00,13.96,13.97,13.97,13.96,173600,2425023
20150213 14:38:00,13.97,13.99,13.99,13.97,231000,3229548
20150213 14:39:00,13.99,13.98,14,13.98,129200,1807409
20150213 14:40:00,13.98,13.97,13.99,13.97,196200,2743411
20150213 14:41:00,13.98,13.96,13.98,13.95,477600,6669315
20150213 14:42:00,13.96,13.95,13.96,13.94,497500,6939237
20150213 14:43:00,13.95,13.95,13.96,13.94,151000,2106413
20150213 14:44:00,13.94,13.95,13.95,13.94,193300,2696455
20150213 14:45:00,13.95,13.95,13.95,13.94,160300,2235777
20150213 14:46:00,13.95,13.95,13.96,13.94,280300,3910540
20150213 14:47:00,13.95,13.96,13.97,13.95,327200,4566280
20150213 14:48:00,13.96,13.97,13.97,13.95,128200,1789652
20150213 14:49:00,13.97,13.96,13.97,13.96,492000,6870506
20150213 14:50:00,13.95,13.96,13.97,13.95,394500,5507335
20150213 14:51:00,13.95,13.93,13.96,13.93,899800,12545127
20150213 14:52:00,13.93,13.93,13.94,13.92,467400,6509891
20150213 14:53:00,13.92,13.93,13.93,13.91,478500,6661810
20150213 14:54:00,13.93,13.93,13.94,13.9,1045600,14547372
20150213 14:55:00,13.94,13.93,13.94,13.93,166600,2320796
20150213 14:56:00,13.94,13.93,13.94,13.93,505500,7042967
20150213 14:57:00,13.93,13.93,13.93,13.93,4900,68257
20150213 14:58:00,13.93,13.93,13.93,13.93,0,0
20150213 14:59:00,13.95,13.95,13.95,13.95,1002300,13982085
20150216 09:30:00,13.95,13.94,13.96,13.92,1056300,14727242
20150216 09:31:00,13.95,13.94,13.95,13.93,217700,3033988
20150216 09:32:00,13.94,13.95,13.95,13.93,216200,3013564
20150216 09:33:00,13.94,13.93,13.95,13.93,198700,2769817
20150216 09:34:00,13.94,13.94,13.95,13.93,319500,4455186
20150216 09:35:00,13.93,13.93,13.94,13.92,190700,2656213
20150216 09:36:00,13.94,13.92,13.94,13.91,423600,5895369
20150216 09:37:00,13.92,13.93,13.94,13.92,149300,2079010
20150216 09:38:00,13.94,13.94,13.94,13.92,212700,2964226
20150216 09:39:00,13.93,13.93,13.95,13.92,151000,2104100
20150216 09:40:00,13.93,13.93,13.95,13.92,231400,3224356
20150216 09:41:00,13.93,13.94,13.94,13.92,277200,3861093
20150216 09:42:00,13.94,13.95,13.96,13.93,246100,3431913
20150216 09:43:00,13.96,13.96,13.96,13.94,348700,4864022
20150216 09:44:00,13.96,13.96,13.96,13.94,612300,8544157
20150216 09:45:00,13.96,13.96,13.97,13.95,355900,4969967
20150216 09:46:00,13.98,13.97,13.98,13.96,591500,8264319
20150216 09:47:00,13.98,13.99,13.99,13.96,339200,4741331
20150216 09:48:00,13.99,13.99,13.99,13.97,186500,2607798
20150216 09:49:00,13.99,14.01,14.01,13.98,339600,4751632
20150216 09:50:00,14,14,14.01,13.99,292500,4094529
20150216 09:51:00,14,13.96,14,13.96,730500,10205355
20150216 09:52:00,13.97,13.96,13.98,13.95,256000,3573036
20150216 09:53:00,13.96,13.96,13.97,13.95,189200,2640693
20150216 09:54:00,13.95,13.94,13.96,13.94,710900,9911614
20150216 09:55:00,13.94,13.94,13.95,13.9,1511000,21022988
20150216 09:56:00,13.93,13.92,13.94,13.88,352600,4901388
20150216 09:57:00,13.91,13.89,13.92,13.89,460500,6401473
20150216 09:58:00,13.9,13.88,13.9,13.88,678300,9419325
20150216 09:59:00,13.89,13.84,13.9,13.84,1342200,18599414
20150216 10:00:00,13.84,13.89,13.9,13.84,598900,8303322
20150216 10:01:00,13.88,13.88,13.9,13.88,294400,4089933
20150216 10:02:00,13.89,13.89,13.9,13.88,212800,2954813
20150216 10:03:00,13.89,13.89,13.9,13.87,180500,2505395
20150216 10:04:00,13.89,13.88,13.9,13.88,149400,2074688
20150216 10:05:00,13.88,13.88,13.89,13.87,264200,3667392
20150216 10:06:00,13.88,13.89,13.89,13.88,98200,1363665
20150216 10:07:00,13.88,13.87,13.89,13.87,324800,4506547
20150216 10:08:00,13.89,13.89,13.9,13.87,208500,2892934
20150216 10:09:00,13.88,13.87,13.89,13.86,419500,5820048
20150216 10:10:00,13.87,13.87,13.88,13.86,215300,2986287
20150216 10:11:00,13.85,13.85,13.86,13.84,1078100,14930851
20150216 10:12:00,13.86,13.86,13.87,13.85,229200,3176574
20150216 10:13:00,13.87,13.87,13.88,13.87,156900,2177143
20150216 10:14:00,13.88,13.87,13.88,13.85,875000,12135324
20150216 10:15:00,13.86,13.87,13.88,13.86,165600,2297282
20150216 10:16:00,13.88,13.9,13.9,13.87,164200,2280291
20150216 10:17:00,13.91,13.89,13.91,13.89,167000,2321219
20150216 10:18:00,13.9,13.9,13.91,13.89,148500,2064290
20150216 10:19:00,13.9,13.9,13.91,13.89,168900,2347546
20150216 10:20:00,13.9,13.89,13.91,13.89,157500,2188410
20150216 10:21:00,13.89,13.88,13.9,13.88,186900,2596010
20150216 10:22:00,13.89,13.89,13.9,13.88,210200,2919726
20150216 10:23:00,13.9,13.89,13.9,13.89,152900,2124692
20150216 10:24:00,13.89,13.88,13.9,13.88,287700,3994096
20150216 10:25:00,13.88,13.88,13.89,13.87,248600,3451325
20150216 10:26:00,13.88,13.9,13.9,13.88,163300,2268469
20150216 10:27:00,13.9,13.88,13.9,13.88,300800,4179238
20150216 10:28:00,13.89,13.88,13.9,13.87,837700,11626324
20150216 10:29:00,13.87,13.85,13.88,13.85,289800,4016913
20150216 10:30:00,13.85,13.86,13.86,13.85,218500,3027990
20150216 10:31:00,13.86,13.87,13.87,13.86,416800,5780048
20150216 10:32:00,13.86,13.85,13.87,13.85,287400,3982182
20150216 10:33:00,13.85,13.79,13.85,13.79,2359900,32639404
20150216 10:34:00,13.8,13.8,13.8,13.79,1164600,16064786
20150216 10:35:00,13.8,13.78,13.8,13.76,1320800,18202004
20150216 10:36:00,13.77,13.78,13.79,13.73,795800,10948310
20150216 10:37:00,13.76,13.79,13.79,13.76,419700,5782571
20150216 10:38:00,13.79,13.8,13.81,13.79,275800,3804912
20150216 10:39:00,13.81,13.81,13.81,13.8,254400,3512748
20150216 10:40:00,13.81,13.84,13.84,13.81,133000,1839029
20150216 10:41:00,13.84,13.8,13.84,13.79,368800,5092113
20150216 10:42:00,13.79,13.81,13.83,13.79,205600,2838330
20150216 10:43:00,13.83,13.85,13.85,13.81,198000,2739309
20150216 10:44:00,13.83,13.83,13.86,13.83,324900,4498937
20150216 10:45:00,13.83,13.86,13.86,13.83,372600,5159953
20150216 10:46:00,13.85,13.85,13.87,13.85,313600,4347678
20150216 10:47:00,13.85,13.85,13.86,13.83,121800,1686520
20150216 10:48:00,13.83,13.81,13.85,13.81,242600,3352960
20150216 10:49:00,13.82,13.83,13.84,13.81,93000,1285508
20150216 10:50:00,13.83,13.83,13.83,13.81,83800,1158012
20150216 10:51:00,13.82,13.82,13.83,13.81,121400,1676854
20150216 10:52:00,13.82,13.82,13.83,13.8,761700,10514764
20150216 10:53:00,13.83,13.82,13.83,13.8,107100,1479280
20150216 10:54:00,13.81,13.81,13.82,13.8,174000,2403582
20150216 10:55:00,13.81,13.81,13.82,13.8,136300,1881582
20150216 10:56:00,13.82,13.81,13.83,13.8,229600,3170724
20150216 10:57:00,13.83,13.8,13.83,13.8,497200,6870428
20150216 10:58:00,13.82,13.81,13.82,13.8,156000,2154452
20150216 10:59:00,13.81,13.83,13.83,13.8,272600,3766231
20150216 11:00:00,13.82,13.82,13.83,13.82,159900,2210739
20150216 11:01:00,13.83,13.83,13.84,13.82,262300,3627229
20150216 11:02:00,13.82,13.83,13.84,13.82,76300,1055167
20150216 11:03:00,13.84,13.83,13.84,13.83,177600,2456553
20150216 11:04:00,13.84,13.81,13.84,13.81,594900,8231811
20150216 11:05:00,13.82,13.82,13.83,13.74,2252600,30956434
20150216 11:06:00,13.82,13.79,13.82,13.76,118900,1640089
20150216 11:07:00,13.78,13.8,13.82,13.78,202700,2796414
20150216 11:08:00,13.81,13.8,13.82,13.8,270200,3729484
20150216 11:09:00,13.8,13.81,13.82,13.79,261700,3612031
20150216 11:10:00,13.82,13.82,13.83,13.81,151500,2093644
20150216 11:11:00,13.83,13.82,13.83,13.8,647200,8943587
20150216 11:12:00,13.82,13.81,13.83,13.8,197900,2734036
20150216 11:13:00,13.82,13.81,13.82,13.8,142900,1973256
20150216 11:14:00,13.8,13.81,13.82,13.8,143700,1983882
20150216 11:15:00,13.81,13.79,13.81,13.79,415300,5730650
20150216 11:16:00,13.79,13.81,13.82,13.78,247100,3410164
20150216 11:17:00,13.81,13.82,13.82,13.8,141200,1950117
20150216 11:18:00,13.81,13.81,13.83,13.8,280700,3877203
20150216 11:19:00,13.82,13.8,13.82,13.8,404200,5578533
20150216 11:20:00,13.8,13.79,13.8,13.78,342000,4718133
20150216 11:21:00,13.79,13.79,13.79,13.78,367800,5071711
20150216 11:22:00,13.79,13.78,13.79,13.77,315500,4347425
20150216 11:23:00,13.78,13.8,13.8,13.78,143700,1980998
20150216 11:24:00,13.8,13.8,13.81,13.79,164800,2273953
20150216 11:25:00,13.8,13.79,13.8,13.79,216600,2988406
20150216 11:26:00,13.8,13.79,13.8,13.79,214200,2954480
20150216 11:27:00,13.8,13.79,13.8,13.78,370800,5114729
20150216 11:28:00,13.79,13.79,13.8,13.79,435400,6007085
20150216 12:59:00,13.8,13.82,13.83,13.79,622300,8592847
20150216 13:00:00,13.82,13.82,13.82,13.82,0,0
20150216 13:01:00,13.82,13.83,13.83,13.82,105600,1459774
20150216 13:02:00,13.83,13.83,13.84,13.82,148000,2046643
20150216 13:03:00,13.83,13.82,13.84,13.82,156400,2162732
20150216 13:04:00,13.83,13.8,13.83,13.8,387600,5354410
20150216 13:05:00,13.81,13.8,13.81,13.8,193800,2675424
20150216 13:06:00,13.81,13.81,13.81,13.8,153800,2123636
20150216 13:07:00,13.81,13.83,13.83,13.81,108700,1502364
20150216 13:08:00,13.82,13.83,13.83,13.82,139700,1931478
20150216 13:09:00,13.83,13.82,13.83,13.82,231200,3196551
20150216 13:10:00,13.82,13.81,13.83,13.81,171600,2371194
20150216 13:11:00,13.82,13.82,13.83,13.81,82400,1138696
20150216 13:12:00,13.81,13.82,13.83,13.81,277700,3837818
20150216 13:13:00,13.82,13.82,13.82,13.81,170400,2354221
20150216 13:14:00,13.81,13.82,13.83,13.81,155800,2152403
20150216 13:15:00,13.82,13.82,13.83,13.81,110000,1520717
20150216 13:16:00,13.83,13.83,13.83,13.82,177800,2458631
20150216 13:17:00,13.83,13.82,13.83,13.8,393200,5432283
20150216 13:18:00,13.81,13.8,13.82,13.79,646700,8935934
20150216 13:19:00,13.8,13.8,13.8,13.79,322200,4445338
20150216 13:20:00,13.79,13.79,13.8,13.79,130900,1805116
20150216 13:21:00,13.79,13.81,13.81,13.79,74500,1027759
20150216 13:22:00,13.8,13.81,13.81,13.79,291200,4016984
20150216 13:23:00,13.8,13.81,13.82,13.8,137900,1904272
20150216 13:24:00,13.8,13.81,13.81,13.8,274400,3787163
20150216 13:25:00,13.81,13.8,13.81,13.8,216600,2989397
20150216 13:26:00,13.8,13.81,13.81,13.8,234100,3231103
20150216 13:27:00,13.81,13.8,13.81,13.8,251200,3468136
20150216 13:28:00,13.8,13.8,13.81,13.8,106500,1470273
20150216 13:29:00,13.8,13.82,13.82,13.8,211500,2919946
20150216 13:30:00,13.81,13.81,13.82,13.81,93800,1295653
20150216 13:31:00,13.82,13.8,13.82,13.79,253500,3499150
20150216 13:32:00,13.79,13.79,13.8,13.79,139800,1928760
20150216 13:33:00,13.8,13.81,13.81,13.79,281500,3885031
20150216 13:34:00,13.8,13.81,13.82,13.8,91600,1265004
20150216 13:35:00,13.82,13.82,13.82,13.81,43400,599690
20150216 13:36:00,13.81,13.82,13.82,13.8,107500,1484979
20150216 13:37:00,13.8,13.82,13.82,13.8,239400,3304609
20150216 13:38:00,13.8,13.82,13.83,13.8,233100,3218721
20150216 13:39:00,13.81,13.8,13.83,13.8,224900,3105940
20150216 13:40:00,13.8,13.8,13.82,13.8,258200,3564886
20150216 13:41:00,13.8,13.8,13.81,13.8,332400,4587568
20150216 13:42:00,13.8,13.82,13.82,13.8,204700,2826206
20150216 13:43:00,13.82,13.81,13.82,13.8,90900,1255108
20150216 13:44:00,13.81,13.82,13.83,13.8,207000,2860381
20150216 13:45:00,13.82,13.84,13.84,13.82,204600,2831154
20150216 13:46:00,13.84,13.84,13.85,13.83,103900,1438481
20150216 13:47:00,13.85,13.86,13.86,13.84,111500,1544930
20150216 13:48:00,13.87,13.88,13.88,13.86,242500,3364172
20150216 13:49:00,13.88,13.86,13.88,13.85,174800,2423585
20150216 13:50:00,13.86,13.86,13.87,13.85,183100,2537227
20150216 13:51:00,13.87,13.86,13.87,13.85,139500,1933246
20150216 13:52:00,13.85,13.87,13.87,13.85,212100,2939759
20150216 13:53:00,13.87,13.86,13.87,13.86,225300,3124229
20150216 13:54:00,13.87,13.86,13.87,13.85,141800,1965346
20150216 13:55:00,13.87,13.86,13.87,13.86,111900,1551618
20150216 13:56:00,13.86,13.87,13.88,13.86,93900,1303014
20150216 13:57:00,13.87,13.87,13.88,13.87,232000,3218363
20150216 13:58:00,13.88,13.88,13.89,13.88,121800,1690778
20150216 13:59:00,13.89,13.89,13.9,13.88,189600,2633645
20150216 14:00:00,13.89,13.9,13.91,13.89,210700,2927866
20150216 14:01:00,13.9,13.9,13.91,13.9,196700,2734797
20150216 14:02:00,13.9,13.89,13.91,13.88,390700,5431681
20150216 14:03:00,13.9,13.88,13.9,13.88,89700,1245607
20150216 14:04:00,13.88,13.9,13.9,13.88,207300,2879834
20150216 14:05:00,13.9,13.9,13.9,13.89,230500,3203874
20150216 14:06:00,13.88,13.89,13.9,13.88,91100,1265654
20150216 14:07:00,13.9,13.9,13.9,13.88,235500,3271458
20150216 14:08:00,13.89,13.91,13.91,13.89,171000,2376935
20150216 14:09:00,13.9,13.92,13.92,13.9,164500,2288392
20150216 14:10:00,13.92,13.94,13.94,13.91,431300,6007462
20150216 14:11:00,13.94,13.93,13.94,13.93,259900,3621719
20150216 14:12:00,13.94,13.95,13.96,13.93,366300,5109094
20150216 14:13:00,13.95,13.93,13.95,13.93,244400,3406665
20150216 14:14:00,13.93,13.91,13.94,13.91,208100,2897524
20150216 14:15:00,13.92,13.91,13.92,13.9,104600,1455250
20150216 14:16:00,13.91,13.92,13.92,13.91,94100,1309567
20150216 14:17:00,13.92,13.92,13.93,13.91,125100,1741334
20150216 14:18:00,13.91,13.93,13.93,13.91,173100,2410533
20150216 14:19:00,13.94,13.92,13.94,13.92,96800,1348466
20150216 14:20:00,13.93,13.93,13.94,13.92,185000,2577884
20150216 14:21:00,13.92,13.93,13.93,13.92,141800,1974924
20150216 14:22:00,13.92,13.93,13.93,13.92,171400,2386298
20150216 14:23:00,13.94,13.94,13.95,13.93,274600,3827805
20150216 14:24:00,13.94,13.93,13.94,13.93,254700,3549359
20150216 14:25:00,13.93,13.94,13.95,13.93,124400,1733526
20150216 14:26:00,13.93,13.93,13.95,13.93,138300,1928045
20150216 14:27:00,13.94,13.92,13.94,13.92,240500,3350853
20150216 14:28:00,13.92,13.94,13.94,13.92,283700,3951500
20150216 14:29:00,13.93,13.92,13.93,13.92,348700,4855153
20150216 14:30:00,13.92,13.91,13.92,13.9,259100,3605091
20150216 14:31:00,13.91,13.91,13.93,13.9,114800,1596963
20150216 14:32:00,13.91,13.91,13.92,13.91,160500,2232696
20150216 14:33:00,13.91,13.91,13.92,13.9,442600,6152982
20150216 14:34:00,13.9,13.91,13.92,13.9,188600,2622933
20150216 14:35:00,13.91,13.91,13.92,13.9,323000,4492800
20150216 14:36:00,13.91,13.92,13.93,13.91,151300,2107045
20150216 14:37:00,13.93,13.93,13.94,13.92,184800,2574034
20150216 14:38:00,13.93,13.93,13.94,13.92,271600,3784384
20150216 14:39:00,13.93,13.92,13.93,13.92,159600,2222444
20150216 14:40:00,13.93,13.92,13.93,13.92,171900,2393734
20150216 14:41:00,13.92,13.93,13.93,13.91,166200,2314851
20150216 14:42:00,13.93,13.91,13.93,13.91,314200,4375215
20150216 14:43:00,13.92,13.93,13.93,13.92,187300,2608257
20150216 14:44:00,13.92,13.92,13.93,13.92,250000,3481689
20150216 14:45:00,13.93,13.92,13.93,13.92,435800,6067578
20150216 14:46:00,13.92,13.91,13.94,13.91,350200,4877397
20150216 14:47:00,13.92,13.92,13.93,13.92,212500,2958597
20150216 14:48:00,13.93,13.92,13.93,13.92,366000,5095405
20150216 14:49:00,13.93,13.93,13.93,13.92,270900,3772452
20150216 14:50:00,13.93,13.91,13.94,13.9,584500,8138507
20150216 14:51:00,13.93,13.92,13.93,13.91,1149200,15997489
20150216 14:52:00,13.92,13.92,13.93,13.91,403000,5607604
20150216 14:53:00,13.93,13.93,13.93,13.91,168900,2351678
20150216 14:54:00,13.92,13.92,13.92,13.91,460400,6406938
20150216 14:55:00,13.92,13.9,13.92,13.9,577200,8030675
20150216 14:56:00,13.9,13.91,13.92,13.9,706800,9828428
20150216 14:57:00,13.91,13.91,13.91,13.91,0,0
20150216 14:58:00,13.91,13.91,13.91,13.91,0,0
20150216 14:59:00,13.92,13.92,13.92,13.92,571100,7949712
20150217 09:30:00,13.96,13.98,13.98,13.96,931600,13017158
20150217 09:31:00,13.98,13.98,13.99,13.97,499800,6989242
20150217 09:32:00,13.98,13.99,13.99,13.97,617000,8627630
20150217 09:33:00,13.98,13.98,13.99,13.96,478200,6686894
20150217 09:34:00,13.99,13.99,14,13.99,444400,6218225
20150217 09:35:00,13.98,13.97,13.99,13.96,229900,3213510
20150217 09:36:00,13.96,13.96,13.97,13.96,345000,4818665
20150217 09:37:00,13.96,13.96,13.97,13.96,249100,3478352
20150217 09:38:00,13.96,13.98,13.98,13.96,329900,4607858
20150217 09:39:00,13.98,13.99,13.99,13.97,237900,3326436
20150217 09:40:00,13.99,14,14,13.99,351800,4922912
20150217 09:41:00,14,14.02,14.02,14,372900,5222253
20150217 09:42:00,14.01,14.01,14.02,14,291600,4085175
20150217 09:43:00,14.01,14.01,14.02,14,410300,5747279
20150217 09:44:00,14.01,14.01,14.02,14,472300,6616115
20150217 09:45:00,14.01,14.03,14.04,14.01,456700,6405405
20150217 09:46:00,14.04,14.06,14.06,14.04,573900,8061712
20150217 09:47:00,14.06,14.08,14.08,14.06,652900,9186690
20150217 09:48:00,14.07,14.06,14.08,14.06,697700,9815982
20150217 09:49:00,14.07,14.06,14.07,14.05,495800,6969513
20150217 09:50:00,14.06,14.04,14.06,14.03,510100,7161917
20150217 09:51:00,14.04,14.06,14.06,14.04,351500,4938123
20150217 09:52:00,14.06,14.05,14.06,14.05,351400,4938226
20150217 09:53:00,14.05,14.04,14.05,14.04,316600,4446450
20150217 09:54:00,14.04,14.04,14.05,14.03,590900,8297057
20150217 09:55:00,14.03,14.05,14.05,14.03,560300,7866585
20150217 09:56:00,14.05,14.06,14.06,14.04,348000,4889921
20150217 09:57:00,14.05,14.07,14.07,14.05,438800,6170342
20150217 09:58:00,14.07,14.08,14.08,14.06,465600,6552184
20150217 09:59:00,14.08,14.09,14.1,14.08,1244900,17532562
20150217 10:00:00,14.1,14.1,14.11,14.09,751200,10591308
20150217 10:01:00,14.1,14.08,14.1,14.08,457100,6443193
20150217 10:02:00,14.09,14.09,14.09,14.08,352100,4959636
20150217 10:03:00,14.09,14.1,14.1,14.08,580400,8175849
20150217 10:04:00,14.09,14.08,14.1,14.08,542600,7644651
20150217 10:05:00,14.09,14.07,14.09,14.07,723000,10180992
20150217 10:06:00,14.08,14.07,14.08,14.07,434500,6114730
20150217 10:07:00,14.07,14.08,14.08,14.06,203200,2858899
20150217 10:08:00,14.07,14.07,14.08,14.06,259100,3645748
20150217 10:09:00,14.07,14.08,14.08,14.07,352500,4961626
20150217 10:10:00,14.08,14.08,14.08,14.07,305900,4306511
20150217 10:11:00,14.07,14.06,14.07,14.06,144000,2025798
20150217 10:12:00,14.07,14.06,14.08,14.06,411500,5789034
20150217 10:13:00,14.08,14.07,14.08,14.06,173200,2436844
20150217 10:14:00,14.07,14.06,14.07,14.06,178200,2506539
20150217 10:15:00,14.07,14.06,14.07,14.06,341700,4804680
20150217 10:16:00,14.07,14.06,14.07,14.06,188000,2643480
20150217 10:17:00,14.06,14.06,14.07,14.06,135000,1898162
20150217 10:18:00,14.06,14.06,14.07,14.05,268500,3774762
20150217 10:19:00,14.07,14.05,14.07,14.05,115200,1619133
20150217 10:20:00,14.05,14.05,14.06,14.05,274400,3856400
20150217 10:21:00,14.05,14.05,14.06,14.05,330500,4645345
20150217 10:22:00,14.05,14.05,14.06,14.05,191800,2695466
20150217 10:23:00,14.04,14.05,14.05,14.04,280300,3936221
20150217 10:24:00,14.05,14.05,14.05,14.04,205100,2881262
20150217 10:25:00,14.05,14.06,14.06,14.04,218500,3069980
20150217 10:26:00,14.04,14.05,14.05,14.04,136900,1923252
20150217 10:27:00,14.05,14.06,14.06,14.04,184100,2587781
20150217 10:28:00,14.06,14.06,14.06,14.05,252900,3555194
20150217 10:29:00,14.06,14.06,14.07,14.05,103200,1451272
20150217 10:30:00,14.07,14.07,14.07,14.06,81200,1142433
20150217 10:31:00,14.07,14.07,14.07,14.06,205700,2893887
20150217 10:32:00,14.08,14.06,14.08,14.06,90100,1267230
20150217 10:33:00,14.06,14.07,14.07,14.06,120300,1691667
20150217 10:34:00,14.06,14.07,14.07,14.06,189000,2657747
20150217 10:35:00,14.06,14.06,14.07,14.05,470900,6619389
20150217 10:36:00,14.06,14.05,14.06,14.04,88700,1246636
20150217 10:37:00,14.06,14.05,14.06,14.05,101700,1429128
20150217 10:38:00,14.06,14.05,14.06,14.05,69700,979613
20150217 10:39:00,14.06,14.06,14.06,14.05,67500,948785
20150217 10:40:00,14.06,14.06,14.06,14.05,193400,2718537
20150217 10:41:00,14.05,14.06,14.06,14.05,168400,2366766
20150217 10:42:00,14.06,14.06,14.07,14.05,147500,2074101
20150217 10:43:00,14.06,14.06,14.07,14.06,121900,1714487
20150217 10:44:00,14.07,14.07,14.07,14.06,831700,11701525
20150217 10:45:00,14.08,14.08,14.08,14.07,324000,4561084
20150217 10:46:00,14.08,14.08,14.08,14.07,565400,7960350
20150217 10:47:00,14.07,14.07,14.08,14.07,68700,966876
20150217 10:48:00,14.07,14.07,14.08,14.06,118600,1668121
20150217 10:49:00,14.06,14.07,14.07,14.06,179500,2524603
20150217 10:50:00,14.06,14.06,14.07,14.05,269300,3786674
20150217 10:51:00,14.06,14.05,14.06,14.05,255000,3583094
20150217 10:52:00,14.05,14.05,14.05,14.04,90800,1275323
20150217 10:53:00,14.04,14.04,14.05,14.04,197100,2768717
20150217 10:54:00,14.04,14.03,14.04,14.03,183100,2569953
20150217 10:55:00,14.04,14.04,14.04,14.03,88700,1245072
20150217 10:56:00,14.04,14.05,14.05,14.03,175900,2470491
20150217 10:57:00,14.05,14.06,14.06,14.05,165800,2330633
20150217 10:58:00,14.06,14.06,14.06,14.05,54700,768917
20150217 10:59:00,14.06,14.06,14.06,14.05,208500,2930559
20150217 11:00:00,14.06,14.07,14.07,14.05,206000,2896050
20150217 11:01:00,14.06,14.06,14.07,14.06,167900,2361753
20150217 11:02:00,14.07,14.08,14.09,14.07,376000,5294122
20150217 11:03:00,14.09,14.08,14.09,14.05,649400,9142177
20150217 11:04:00,14.08,14.07,14.08,14.06,89800,1263351
20150217 11:05:00,14.08,14.07,14.08,14.07,103900,1462247
20150217 11:06:00,14.08,14.08,14.08,14.07,53900,758760
20150217 11:07:00,14.07,14.08,14.08,14.06,106200,1494092
20150217 11:08:00,14.08,14.07,14.08,14.06,119100,1675898
20150217 11:09:00,14.07,14.07,14.07,14.06,93800,1319067
20150217 11:10:00,14.07,14.04,14.07,14.04,307200,4316548
20150217 11:11:00,14.05,14.03,14.05,14.02,628700,8821222
20150217 11:12:00,14.02,14.05,14.05,14.02,100900,1416064
20150217 11:13:00,14.04,14.05,14.06,14.03,123100,1729131
20150217 11:14:00,14.05,14.05,14.06,14.05,193200,2714838
20150217 11:15:00,14.05,14.04,14.05,14.03,188000,2639687
20150217 11:16:00,14.02,14.02,14.04,14.02,210500,2952631
20150217 11:17:00,14.02,14.03,14.04,14.02,224400,3147196
20150217 11:18:00,14.02,14.02,14.03,14,978100,13700634
20150217 11:19:00,14.02,14.02,14.03,14.02,206000,2888150
20150217 11:20:00,14.02,14.01,14.03,14.01,151100,2117261
20150217 11:21:00,14.02,14.02,14.02,14.01,37500,525496
20150217 11:22:00,14.02,14.02,14.02,14.01,126700,1776150
20150217 11:23:00,14.02,14.02,14.03,14.01,196200,2750075
20150217 11:24:00,14.02,14.03,14.04,14.02,97000,1361041
20150217 11:25:00,14.03,14.04,14.04,14.03,97000,1361202
20150217 11:26:00,14.04,14.03,14.04,14.03,101900,1430188
20150217 11:27:00,14.03,14.03,14.04,14.03,76200,1069367
20150217 11:28:00,14.04,14.03,14.04,14.03,93900,1317672
20150217 12:59:00,14.04,14.04,14.05,14.03,441100,6193698
20150217 13:00:00,14.04,14.04,14.04,14.04,0,0
20150217 13:01:00,14.04,14.04,14.05,14.03,155000,2177076
20150217 13:02:00,14.05,14.04,14.05,14.03,88000,1235516
20150217 13:03:00,14.03,14.05,14.05,14.03,96400,1354155
20150217 13:04:00,14.04,14.04,14.05,14.03,358600,5035802
